tweet_id,timestamp,retweeted_status_id,rating_numerator,rating_denominator,name,dogtype,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,created_at,retweet_count,favorite_count,possibly_sensitive,lang
875747767867523072,2017-06-16 16:11:53 +0000,,13.0,10,Goose,undefined,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever,0.799551,True,chesapeake_bay_retriever,0.179975,True,vizsla,0.0046176,True,2017-06-16 16:11:53+00:00,4497,25773,0.0,en
875144289856114688,2017-06-15 00:13:52 +0000,,13.0,10,Nugget,undefined,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky,0.245048,True,pembroke,0.223716,True,dingo,0.160753,False,2017-06-15 00:13:52+00:00,5081,22185,0.0,en
875021211251597312,2017-06-14 16:04:48 +0000,,12.0,10,None,undefined,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,west_highland_white_terrier,0.7143189999999999,True,siberian_husky,0.0919133,True,great_pyrenees,0.0460382,True,2017-06-14 16:04:48+00:00,4922,26022,0.0,en
874680097055178752,2017-06-13 17:29:20 +0000,,12.0,10,Cash,undefined,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever,0.836052,True,staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,2017-06-13 17:29:20+00:00,4875,28439,0.0,en
874296783580663808,2017-06-12 16:06:11 +0000,,13.0,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,2017-06-12 16:06:11+00:00,4308,26651,0.0,en
874057562936811520,2017-06-12 00:15:36 +0000,,12.0,10,None,undefined,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,newfoundland,0.0282283,True,2017-06-12 00:15:36+00:00,4125,23134,0.0,en
874012996292530176,2017-06-11 21:18:31 +0000,,13.0,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan,0.806674,True,pembroke,0.116622,True,kelpie,0.0491819,True,2017-06-11 21:18:31+00:00,11007,35501,0.0,en
873697596434513921,2017-06-11 00:25:14 +0000,8.688803978194944e+17,14.0,10,Walter,undefined,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,laptop,0.153718,False,french_bulldog,0.0999839,True,printer,0.0771299,False,2017-06-11 00:25:14+00:00,12518,0,0.0,en
873580283840344065,2017-06-10 16:39:04 +0000,,13.0,10,None,undefined,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,newfoundland,0.678537,True,tibetan_mastiff,0.244022,True,chow,0.0485295,True,2017-06-10 16:39:04+00:00,4143,24837,0.0,en
873213775632977920,2017-06-09 16:22:42 +0000,,12.0,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,chesapeake_bay_retriever,0.0126763,True,2017-06-09 16:22:42+00:00,1667,7467,0.0,en
872967104147763200,2017-06-09 00:02:31 +0000,,12.0,10,None,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labrador_retriever,0.476913,True,chesapeake_bay_retriever,0.174145,True,german_short-haired_pointer,0.0928614,True,2017-06-09 00:02:31+00:00,5669,28031,0.0,en
872820683541237760,2017-06-08 14:20:41 +0000,,13.0,10,None,undefined,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,french_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,2017-06-08 14:20:41+00:00,3884,15029,0.0,en
872620804844003328,2017-06-08 01:06:27 +0000,,13.0,10,Monkey,undefined,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,2017-06-08 01:06:27+00:00,3911,21309,0.0,en
872486979161796608,2017-06-07 16:14:40 +0000,,12.0,10,None,undefined,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke,0.931861,True,cardigan,0.0377212,True,chihuahua,0.0119667,True,2017-06-07 16:14:40+00:00,9429,41606,0.0,en
872261713294495745,2017-06-07 01:19:32 +0000,,13.0,10,Harry,undefined,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,chesapeake_bay_retriever,0.00735927,True,2017-06-07 01:19:32+00:00,6649,35085,0.0,en
872122724285648897,2017-06-06 16:07:15 +0000,,12.0,10,Kody,undefined,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,2017-06-06 16:07:15+00:00,8549,35324,0.0,en
